transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
2485,26-09-2023,03:49:00,640,Male,22,Clothing,2,247.92157503990867,198.1768630864899,495.84315007981735
2486,25-12-2022,10:10:00,641,Male,23,Beauty,3,495.3129864159558,225.8946234274156,1485.9389592478674
2487,27-05-2023,09:12:00,642,Male,60,Electronics,3,191.84419209540783,70.47252561137269,575.5325762862236
2488,09-07-2022,10:40:00,643,Female,21,Clothing,4,279.128349638395,171.9003504947061,1116.51339855358
2489,28-01-2022,09:10:00,644,Female,23,Electronics,3,261.2201901363102,75.27543477102667,783.6605704089305
2490,05-04-2022,22:50:00,645,Male,60,Beauty,2,394.12141817793287,226.9177847608396,788.2428363558657
2491,16-01-2022,05:21:00,646,Male,32,Electronics,1,275.41340704536185,118.4852216371556,275.41340704536185
2492,23-11-2022,01:01:00,647,Female,25,Beauty,4,442.3672477829929,328.53907160224014,1769.4689911319715
2493,17-11-2022,14:23:00,648,Female,44,Clothing,4,212.24113398417205,47.03913554948707,848.9645359366882
2494,23-08-2023,13:49:00,649,Female,46,Beauty,3,53.42740741197463,24.05731888955005,160.28222223592388
2495,31-10-2023,14:55:00,650,Male,30,Clothing,2,180.6672575859129,130.04760225945267,361.3345151718258
2496,29-11-2023,14:22:00,651,Male,28,Beauty,4,334.80775222925007,62.435818521557856,1339.2310089170005
2497,07-06-2022,09:25:00,652,Male,53,Beauty,1,322.88057170195214,42.15037897540055,322.88057170195214
2498,02-07-2023,17:23:00,653,Male,26,Beauty,3,135.69916930658536,54.54145727645862,407.0975079197561
2499,16-11-2023,07:21:00,654,Female,61,Clothing,2,250.63139876801057,122.70193841790078,501.26279753602114
2500,29-03-2022,19:42:00,655,Female,51,Beauty,3,337.16654915487584,245.11484444148687,1011.4996474646276
2501,14-02-2023,01:04:00,656,Female,57,Clothing,4,136.527473802548,38.76520843015062,546.109895210192
2502,09-01-2023,15:36:00,657,Female,36,Beauty,1,302.1009369484095,85.49419209763077,302.1009369484095
2503,09-04-2022,00:04:00,658,Female,34,Electronics,1,68.0669431620818,17.033349337904898,68.0669431620818
2504,14-05-2022,05:49:00,659,Male,61,Beauty,1,469.1356012013487,125.92133778119576,469.1356012013487
2505,09-11-2022,21:36:00,660,Male,56,Clothing,3,275.023133448374,221.2187321234537,825.069400345122
2506,22-01-2023,05:36:00,661,Male,42,Clothing,4,251.6933529424842,63.29859922450613,1006.7734117699368
2507,30-07-2022,20:11:00,662,Female,54,Beauty,4,271.3387100082174,52.87392714815567,1085.3548400328696
2508,07-10-2022,18:23:00,663,Female,64,Clothing,1,99.2894122501594,52.58853637943728,99.2894122501594
2509,09-06-2022,14:05:00,664,Male,57,Beauty,1,396.523637377827,112.0689031503998,396.523637377827
2510,22-05-2023,04:18:00,665,Female,32,Electronics,3,186.40483827784087,28.67430053296155,559.2145148335226
2511,02-03-2023,21:29:00,666,Female,61,Clothing,4,238.13646444546785,89.89683924886138,952.5458577818712
2512,06-02-2022,07:32:00,667,Male,27,Beauty,4,432.39970993907633,246.5313762233461,1729.598839756305
2513,27-07-2023,17:20:00,668,Male,62,Clothing,1,76.16426354330811,62.04542397819852,76.16426354330811
2514,11-02-2023,13:21:00,669,Female,53,Beauty,1,366.70262834619473,136.69647585196532,366.70262834619473
2515,16-09-2022,12:15:00,670,Female,37,Clothing,4,173.98536171890458,122.5662607536612,695.9414468756183
2516,01-08-2023,08:56:00,671,Female,55,Clothing,3,198.71245439956616,63.39363432467894,596.1373631986985
2517,08-12-2022,01:26:00,672,Male,55,Electronics,2,215.00649847321964,36.62617542451853,430.0129969464393
2518,22-03-2023,06:53:00,673,Female,61,Electronics,4,197.0561640201942,145.13343552185452,788.2246560807768
2519,09-03-2023,04:05:00,674,Male,45,Electronics,4,251.97724635316783,153.33084215586553,1007.9089854126714
2520,07-03-2022,06:16:00,675,Male,46,Clothing,2,251.37665029489648,222.6943638675866,502.75330058979296
2521,15-02-2023,17:38:00,676,Female,18,Beauty,4,240.4662110202382,151.3662862227355,961.8648440809528
2522,18-09-2023,10:21:00,677,Female,60,Clothing,2,199.9506148345618,54.67986955921153,399.9012296691236
2523,28-02-2022,20:04:00,678,Female,32,Electronics,4,175.60597820252215,154.47543190013045,702.4239128100886
2524,08-08-2023,03:28:00,679,Male,57,Beauty,3,254.51380283251004,97.43560683657678,763.5414084975301
2525,29-08-2023,17:26:00,680,Female,45,Electronics,4,66.76946609679761,11.267210365912767,267.07786438719046
2526,31-12-2023,19:51:00,681,Female,45,Beauty,1,449.4600106087293,217.88884644751616,449.4600106087293
2527,05-02-2022,09:01:00,682,Male,30,Electronics,2,88.27698376549819,14.737843163659717,176.55396753099637
2528,30-06-2022,11:37:00,683,Female,52,Beauty,4,218.2913440024961,98.9508419866594,873.1653760099844
2529,29-08-2023,22:27:00,684,Female,30,Clothing,2,196.9929857240161,88.35927405970854,393.9859714480323
2530,19-07-2022,16:47:00,685,Male,43,Clothing,4,247.5020954449843,108.5745654135112,990.0083817799372
2531,07-02-2023,05:58:00,686,Female,46,Beauty,2,152.80985627899193,84.17894317848119,305.61971255798386
2532,14-07-2023,06:37:00,687,Female,47,Clothing,2,185.98957460357903,95.96173239496711,371.9791492071581
2533,02-06-2022,18:27:00,688,Female,61,Beauty,2,389.742753999788,276.8022397422108,779.4855079995759
2534,11-12-2022,14:00:00,689,Male,33,Clothing,4,125.63444216551218,23.112634869343463,502.53776866204873
2535,03-12-2022,12:30:00,690,Male,26,Electronics,1,175.84150447699517,56.263280171394186,175.84150447699517
2536,20-09-2022,23:30:00,691,Female,23,Clothing,2,86.79094585225693,50.14318428222322,173.58189170451385
2537,03-04-2023,22:15:00,692,Male,55,Clothing,3,136.64878724778887,25.86346392003604,409.94636174336665
2538,13-05-2022,20:03:00,693,Female,40,Clothing,3,112.83008899494216,101.40121360508032,338.4902669848265
2539,16-05-2023,16:50:00,694,Male,45,Electronics,4,208.3129747411352,142.11314021388756,833.2518989645408
2540,26-09-2023,22:08:00,695,Male,63,Beauty,1,205.01708978084417,45.67523167823776,205.01708978084417
2541,16-01-2023,06:04:00,696,Female,51,Beauty,4,493.4479678422985,391.17530905533846,1973.791871369194
2542,18-09-2023,13:09:00,697,Female,28,Electronics,4,245.844037405548,121.27582592998242,983.3761496221916
2543,14-07-2022,14:30:00,698,Female,45,Beauty,2,174.24084266644869,103.67625958508908,348.48168533289737
2544,14-10-2023,22:17:00,699,Female,47,Electronics,4,110.29462359452327,23.22600216090881,441.1784943780931
2545,11-07-2022,12:07:00,700,Male,49,Beauty,1,467.71605043567166,92.70290039289192,467.71605043567166
2546,30-07-2023,15:30:00,701,Male,53,Clothing,1,258.3853851726043,124.41350029368328,258.3853851726043
2547,08-01-2023,03:30:00,702,Female,29,Electronics,3,61.40534350815933,21.33851700476028,184.216030524478
2548,21-09-2023,14:58:00,703,Female,60,Beauty,4,292.9266316826871,65.82307800818847,1171.7065267307485
2549,28-08-2022,22:14:00,704,Male,37,Beauty,2,434.50450695912417,73.16048944693686,869.0090139182483
2550,16-11-2022,09:50:00,705,Male,36,Beauty,2,337.86635382474856,139.0613375637125,675.7327076494971
2551,24-08-2022,10:44:00,706,Male,59,Clothing,2,220.71854994524725,149.26545023120815,441.4370998904945
2552,28-04-2023,03:20:00,707,Male,52,Electronics,3,87.9028413770125,67.81867346949888,263.7085241310375
2553,06-02-2022,11:11:00,708,Male,40,Clothing,3,115.91879599021604,83.38080438682742,347.75638797064806
2554,25-09-2022,17:17:00,709,Male,39,Beauty,1,316.48937494176647,111.25862662283312,316.48937494176647
2555,14-07-2023,03:28:00,710,Female,35,Beauty,3,292.465019394284,29.48119789126405,877.395058182852
2556,29-05-2022,03:20:00,711,Male,64,Electronics,3,142.46998616629872,93.68349904207857,427.4099584988962
2557,29-05-2023,10:07:00,712,Male,60,Clothing,1,187.96211673613684,126.88624665271644,187.96211673613684
2558,03-01-2022,19:42:00,713,Female,32,Electronics,4,199.8257526111745,93.58893427945924,799.3030104446979
2559,15-10-2023,10:07:00,714,Male,64,Clothing,2,297.1498876115487,70.85265615798265,594.2997752230974
2560,21-12-2023,09:54:00,715,Female,31,Beauty,1,423.2612352973636,120.48960439006986,423.2612352973636
2561,14-12-2023,11:22:00,716,Female,36,Clothing,2,165.0155300365684,121.79932278790317,330.0310600731368
2562,10-02-2023,16:05:00,717,Female,26,Electronics,1,81.89170455747987,41.05094199975156,81.89170455747987
2563,27-07-2022,12:16:00,718,Male,30,Electronics,4,165.19321833026402,28.30408618477448,660.7728733210561
2564,04-10-2023,17:24:00,719,Male,51,Clothing,4,82.60317854305598,65.27120953609057,330.4127141722239
2565,04-09-2023,17:01:00,720,Male,60,Beauty,1,177.20012635900235,88.77200731332675,177.20012635900235
2566,11-03-2023,23:11:00,721,Male,58,Clothing,4,233.40490651277725,138.19108766700646,933.619626051109
2567,13-12-2022,01:43:00,722,Male,40,Electronics,4,43.94709278896123,17.138933117980674,175.7883711558449
2568,14-09-2023,21:02:00,723,Female,21,Beauty,4,481.5040775041477,294.5763433334645,1926.016310016591
2569,05-08-2022,20:54:00,724,Female,63,Beauty,4,216.2927846832549,70.81514922412966,865.1711387330196
2570,04-07-2023,14:01:00,725,Female,52,Beauty,4,149.74596376989402,129.14343875638244,598.9838550795761
2571,18-01-2023,03:35:00,726,Female,36,Electronics,3,146.26522684336675,61.61832805847282,438.7956805301002
2572,31-10-2022,01:42:00,727,Female,24,Clothing,3,279.53029450118163,142.5302308048437,838.5908835035449
2573,20-11-2022,04:51:00,728,Male,49,Clothing,2,242.0557796908465,203.3123853801133,484.111559381693
2574,19-05-2023,16:17:00,729,Female,48,Beauty,2,378.5014177849074,282.623360308108,757.0028355698148
2575,02-10-2022,05:26:00,730,Male,53,Beauty,1,273.8499204628871,68.27904629590043,273.8499204628871
2576,13-02-2022,14:27:00,731,Male,64,Beauty,4,64.19184833926887,47.441281590114976,256.7673933570755
2577,01-01-2023,11:20:00,732,Male,64,Beauty,1,168.89794536662333,130.13509225516268,168.89794536662333
2578,20-02-2023,21:05:00,733,Male,49,Clothing,4,229.3011999319488,201.96468066600028,917.2047997277951
2579,20-02-2023,21:57:00,734,Female,36,Electronics,2,159.0572284108897,85.46691455346628,318.11445682177947
2580,22-11-2022,16:54:00,735,Male,40,Electronics,4,101.53084257013812,62.48198033627075,406.1233702805525
2581,12-05-2022,09:38:00,736,Female,33,Electronics,4,144.0425021400486,126.52557305407711,576.1700085601944
2582,24-03-2023,02:04:00,737,Female,22,Clothing,1,175.12882395246254,56.17781395090141,175.12882395246254
2583,18-11-2023,19:25:00,738,Female,56,Electronics,3,80.57180333499421,59.24195555676064,241.71541000498263
2584,27-12-2022,20:22:00,739,Female,57,Electronics,2,227.77310023905272,50.46466211888816,455.5462004781055
2585,18-12-2023,13:14:00,740,Female,55,Beauty,4,83.27934417522826,36.9243218433777,333.11737670091304
2586,22-12-2022,17:53:00,741,Female,20,Clothing,4,215.9494649172779,191.4434504627621,863.7978596691116
2587,12-07-2023,21:56:00,742,Male,23,Electronics,1,142.5306597360719,70.50000727266335,142.5306597360719
2588,09-06-2022,23:31:00,743,Female,48,Beauty,3,138.03827331697403,116.43796550988948,414.1148199509221
2589,16-06-2023,09:23:00,744,Female,32,Clothing,1,161.99472452261975,94.3872909713038,161.99472452261975
2590,23-08-2022,04:49:00,745,Female,61,Beauty,1,421.5508649446078,224.7973434384172,421.5508649446078
2591,26-02-2023,16:17:00,746,Female,48,Electronics,3,88.1442287299499,32.98403912130544,264.43268618984973
2592,30-08-2023,19:41:00,747,Female,26,Clothing,4,127.2853380734356,67.1437461330154,509.1413522937424
2593,29-04-2022,09:11:00,748,Male,18,Clothing,4,100.35115014584886,26.76008070206725,401.40460058339545
2594,10-04-2023,11:54:00,749,Male,19,Electronics,2,39.40087002636038,12.358219950788678,78.80174005272076
2595,16-06-2022,15:49:00,750,Male,59,Electronics,2,221.1508648876603,127.6515119558009,442.3017297753206
2596,27-10-2023,11:03:00,751,Male,59,Electronics,3,221.2370397539341,91.50924761004396,663.7111192618024
2597,20-05-2022,23:02:00,752,Female,46,Electronics,3,232.10402176507372,99.40250227151472,696.3120652952214
2598,08-09-2023,14:43:00,753,Male,22,Electronics,1,279.922729189017,77.56950979712063,279.922729189017
2599,04-10-2023,21:24:00,754,Male,60,Electronics,3,219.10761544432512,130.3912625923912,657.3228463329754
2600,06-09-2022,21:46:00,755,Female,43,Beauty,4,59.180264607788416,37.30533328764502,236.7210584311537
2601,30-07-2022,04:22:00,756,Female,42,Clothing,3,199.23606100453588,123.019176177722,597.7081830136076
2602,01-10-2022,07:26:00,757,Female,41,Clothing,2,119.6974396646651,25.839035841850272,239.3948793293302
2603,09-05-2022,12:40:00,758,Female,35,Beauty,4,453.919953731318,108.09410656352424,1815.679814925272
2604,05-06-2022,00:27:00,759,Female,48,Electronics,2,179.72793208843018,56.4199387244217,359.4558641768604
2605,14-06-2023,12:16:00,760,Male,49,Clothing,4,196.46214892499955,112.40446217099932,785.8485956999982
2606,29-06-2023,19:22:00,761,Female,55,Beauty,1,208.298103013926,20.88297001816453,208.298103013926
2607,12-03-2023,06:33:00,762,Male,52,Beauty,3,381.8279709220334,226.68287156250227,1145.4839127661005
2608,17-05-2022,18:25:00,763,Female,48,Beauty,2,324.30067365470313,129.11759805908665,648.6013473094063
2609,31-07-2023,16:50:00,764,Male,26,Clothing,4,56.14210433158952,23.793994924538588,224.5684173263581
2610,13-03-2022,11:18:00,765,Male,19,Beauty,3,169.63350396570377,89.38853548043205,508.9005118971113
2611,21-05-2023,21:44:00,766,Male,46,Clothing,4,182.46225537189983,37.700621627323024,729.8490214875994
2612,19-12-2022,05:01:00,767,Male,31,Beauty,1,254.4451584884005,116.44502683297284,254.4451584884005
2613,12-10-2022,04:55:00,768,Male,48,Electronics,2,111.71074657055064,33.38547706697927,223.42149314110125
2614,08-08-2023,14:39:00,769,Female,19,Clothing,1,238.6733155713111,204.35836167809344,238.6733155713111
2615,01-08-2023,01:07:00,770,Female,40,Clothing,3,172.88713140709564,35.54452921337832,518.6613942212869
2616,21-12-2023,12:41:00,771,Female,56,Clothing,4,109.14311983428377,28.08720895534385,436.5724793371351
2617,27-11-2022,03:36:00,772,Male,58,Clothing,4,255.74246837269263,142.79273572706342,1022.9698734907704
2618,26-03-2022,15:00:00,773,Female,61,Electronics,3,273.4400766846443,87.99347120028483,820.3202300539328
2619,29-01-2023,05:27:00,774,Male,24,Electronics,1,161.43614286769952,43.311086369624576,161.43614286769952
2620,12-09-2022,23:12:00,775,Female,57,Beauty,4,444.89835152675386,286.8974777482778,1779.5934061070154
2621,03-09-2023,21:28:00,776,Female,33,Clothing,4,84.86372756706027,45.38800286287295,339.45491026824106
2622,09-06-2023,15:56:00,777,Male,57,Electronics,3,287.8414754158733,230.8606088415973,863.5244262476199
2623,25-04-2022,23:26:00,778,Female,54,Clothing,4,50.52227614383785,26.13834678140444,202.0891045753514
2624,27-09-2022,13:36:00,779,Female,33,Clothing,3,226.67446212699733,162.57239556806311,680.0233863809921
2625,09-12-2023,09:10:00,780,Male,64,Beauty,4,236.91201318314648,49.62407243019546,947.6480527325858
2626,03-12-2023,14:24:00,781,Male,26,Beauty,2,260.6287182429952,31.15990502462626,521.2574364859904
2627,29-12-2023,02:02:00,782,Male,59,Clothing,1,112.42836124804852,74.62259899755799,112.42836124804852
2628,09-01-2022,04:09:00,783,Male,44,Clothing,3,50.19055567364662,29.22727569892648,150.57166702093986
2629,03-12-2022,05:07:00,784,Female,47,Beauty,4,105.4572889254655,39.90962867437752,421.829155701862
2630,09-06-2023,12:54:00,785,Female,23,Beauty,4,342.5535305830004,144.0055670930851,1370.2141223320016
2631,22-09-2022,12:48:00,786,Male,32,Clothing,2,160.979322750701,47.98308691399188,321.958645501402
2632,08-09-2023,00:09:00,787,Female,44,Clothing,3,96.8996461224514,47.42086321135718,290.69893836735423
2633,15-02-2023,14:12:00,788,Male,36,Beauty,3,363.3552732929094,97.77964269500912,1090.0658198787282
2634,09-05-2023,22:57:00,789,Male,51,Clothing,2,163.36586407848904,104.14152944143184,326.7317281569781
2635,08-03-2023,20:32:00,790,Female,46,Beauty,3,469.645840283642,231.20563594927168,1408.937520850926
2636,07-06-2022,12:10:00,791,Male,61,Beauty,4,331.47187141040627,288.6173244875938,1325.887485641625
2637,26-04-2023,23:28:00,792,Female,35,Electronics,1,133.40341767695855,26.48792996889916,133.40341767695855
2638,20-02-2022,23:38:00,793,Male,45,Beauty,2,479.5029244223777,364.4470825552402,959.0058488447554
2639,03-07-2023,17:39:00,794,Female,57,Beauty,1,317.69381805148106,124.87599092310587,317.69381805148106
2640,11-02-2022,05:52:00,795,Female,42,Beauty,3,155.48511120615336,130.96955227676426,466.4553336184601
2641,19-11-2023,06:45:00,796,Female,33,Electronics,4,128.85558679277136,65.52809554861807,515.4223471710854
2642,16-05-2022,09:18:00,797,Male,30,Electronics,4,210.1506923249437,47.573761454270176,840.6027692997749
2643,14-06-2023,12:06:00,798,Female,40,Electronics,2,123.36560070078862,83.5281576581778,246.73120140157724
2644,29-03-2022,19:58:00,799,Female,63,Beauty,3,362.6808551049722,300.19697978285166,1088.0425653149166
2645,19-09-2022,13:03:00,800,Female,30,Beauty,1,196.3407517547665,88.41676317124882,196.3407517547665
2646,19-01-2022,16:40:00,801,Female,34,Clothing,4,51.85411196203364,31.510330127392123,207.41644784813457
2647,28-05-2022,01:23:00,802,Male,56,Beauty,2,474.1484173343813,222.72164305424928,948.2968346687624
2648,12-12-2023,19:48:00,803,Female,39,Beauty,1,312.39511685536934,127.45833192768497,312.39511685536934
2649,17-04-2022,11:34:00,804,Male,37,Beauty,4,197.2783159946741,113.91384051669624,789.1132639786964
2650,08-10-2023,11:58:00,805,Male,36,Electronics,2,289.41480461521456,100.67700678658495,578.8296092304291
2651,28-01-2023,19:18:00,806,Male,51,Electronics,2,153.1396254518234,72.80912201527971,306.2792509036468
2652,19-04-2022,01:23:00,807,Female,44,Electronics,3,92.40798583004847,9.255490916174566,277.22395749014544
2653,26-06-2023,10:17:00,808,Male,24,Beauty,3,180.91746011758028,99.70993232720224,542.7523803527408
2654,03-11-2022,21:48:00,809,Male,20,Beauty,4,451.1915138212773,403.99235290618105,1804.766055285109
2655,29-04-2023,20:08:00,810,Female,51,Clothing,3,159.0912892876994,77.58488021932205,477.2738678630982
2656,29-12-2022,09:21:00,811,Male,60,Clothing,4,150.30606325530226,26.829685471428185,601.224253021209
2657,18-09-2023,16:36:00,812,Male,32,Clothing,2,157.31039812252146,96.75090879217322,314.6207962450429
2658,20-06-2022,21:05:00,813,Female,22,Clothing,1,208.4297467588961,123.91236674114649,208.4297467588961
2659,29-09-2023,17:23:00,814,Female,55,Clothing,4,201.072308968672,21.43910652407884,804.2892358746881
2660,12-11-2022,05:33:00,815,Male,20,Beauty,4,170.48883771549734,94.71758254057217,681.9553508619894
2661,19-12-2023,15:13:00,816,Female,18,Beauty,1,430.1835076619541,308.00203316241,430.1835076619541
2662,02-03-2023,19:31:00,817,Female,28,Electronics,3,112.21182627219969,28.28185008888766,336.63547881659906
2663,12-03-2022,10:38:00,818,Male,56,Electronics,1,197.00696030343065,57.45797469166205,197.00696030343065
2664,26-12-2023,21:21:00,819,Female,32,Electronics,2,281.7653427659848,173.710257578502,563.5306855319697
2665,21-11-2023,13:23:00,820,Male,29,Beauty,2,315.19641292490905,109.74316910723223,630.3928258498181
2666,03-07-2023,03:26:00,821,Female,48,Clothing,3,191.1849058075672,40.94039306873802,573.5547174227015
2667,19-03-2023,07:05:00,822,Female,47,Electronics,4,59.51905058550123,49.52856625370828,238.07620234200493
2668,08-01-2023,08:28:00,823,Male,50,Electronics,4,98.20857631048354,9.856633569611995,392.83430524193415
2669,25-09-2023,14:02:00,824,Female,20,Electronics,3,201.25837130549772,98.50615011604124,603.7751139164933
2670,13-07-2022,16:00:00,825,Female,62,Clothing,2,51.285521499927,36.79375584667199,102.571042999854
2671,09-08-2023,22:25:00,826,Male,32,Beauty,3,56.47203568257238,14.3896909476407,169.41610704771716
2672,08-03-2022,08:27:00,827,Male,61,Electronics,1,192.3776691319493,155.44963503842038,192.3776691319493
2673,10-02-2023,08:45:00,828,Male,34,Beauty,1,175.13382444764545,84.86534598027181,175.13382444764545
2674,14-09-2022,18:38:00,829,Female,55,Electronics,4,63.39116125621332,47.06399103259028,253.5646450248533
2675,15-12-2023,17:16:00,830,Female,37,Clothing,1,182.5492474406257,84.76061979961304,182.5492474406257
2676,19-12-2022,05:48:00,831,Female,63,Clothing,2,176.51156668065724,150.70119733365792,353.0231333613145
2677,15-03-2023,04:59:00,832,Male,51,Electronics,4,254.723109514076,119.80440019093255,1018.892438056304
2678,09-07-2023,04:30:00,833,Female,19,Electronics,4,41.71530035112346,21.99955320058821,166.86120140449384
2679,29-07-2023,03:57:00,834,Female,22,Electronics,3,227.17150739701225,139.2070352135866,681.5145221910367
2680,27-05-2022,22:56:00,835,Male,43,Clothing,2,232.26747712115247,98.74568897390031,464.5349542423049
2681,25-06-2022,04:03:00,836,Female,63,Clothing,1,63.02261361518739,15.83606169425411,63.02261361518739
2682,27-08-2023,23:08:00,837,Female,35,Electronics,2,171.02383288761723,25.780861040201504,342.04766577523446
2683,07-12-2022,18:23:00,838,Male,28,Clothing,4,220.80522558754484,174.72195741601303,883.2209023501794
2684,05-05-2023,08:14:00,839,Male,48,Clothing,3,269.5795340242812,119.74817247275448,808.7386020728436
2685,31-12-2023,23:11:00,840,Male,36,Clothing,3,222.227855595851,64.38999241104767,666.683566787553
2686,09-02-2022,02:44:00,841,Female,44,Beauty,4,396.3913196563524,323.7583464951219,1585.5652786254095
2687,31-07-2022,13:21:00,842,Female,30,Beauty,4,143.89548660127048,96.25997659751012,575.5819464050819
2688,13-04-2022,18:11:00,843,Female,59,Beauty,4,485.1968215329388,106.73692609775748,1940.7872861317555
2689,30-11-2023,11:09:00,844,Male,56,Electronics,2,108.96433578809288,18.55344268381469,217.92867157618576
2690,10-01-2023,23:32:00,845,Female,60,Clothing,4,93.13233966840993,77.97914464280312,372.5293586736397
2691,21-07-2022,02:19:00,846,Female,20,Electronics,1,235.35982123237625,114.023959768062,235.35982123237625
2692,26-08-2023,07:21:00,847,Female,53,Clothing,2,209.1579367745321,172.37636090169244,418.3158735490642
2693,16-02-2023,16:14:00,848,Male,19,Clothing,3,257.8709494925638,123.4976034810986,773.6128484776914
2694,06-02-2022,06:06:00,849,Male,28,Electronics,1,48.94111238119495,19.46523931704608,48.94111238119495
2695,08-04-2023,22:39:00,850,Female,62,Clothing,1,110.2984376663837,90.09076380606308,110.2984376663837
2696,21-04-2023,14:23:00,851,Male,26,Clothing,4,204.32398344161624,25.404815178442966,817.2959337664649
2697,01-11-2022,04:59:00,852,Female,22,Clothing,3,233.2898377946296,52.17060608090131,699.8695133838886
2698,21-01-2023,14:54:00,853,Female,31,Electronics,4,205.43299206622007,75.46833167592007,821.7319682648805
2699,05-06-2023,23:14:00,854,Male,50,Clothing,1,297.2266732457205,212.72283882975088,297.2266732457205
2700,19-08-2023,10:30:00,855,Female,40,Beauty,2,58.94358212532518,12.45007394772198,117.88716425065036
2701,13-09-2022,06:43:00,856,Male,29,Electronics,3,134.33442741709382,34.09279938073868,403.0032822512815
2702,11-04-2022,02:42:00,857,Female,36,Clothing,1,284.7489741559762,100.69079894525576,284.7489741559762
2703,11-09-2023,10:29:00,858,Male,31,Clothing,4,230.05682938531044,145.35159434061904,920.2273175412416
2704,14-01-2022,08:13:00,859,Female,29,Electronics,4,256.7286462251068,109.14218046866812,1026.9145849004271
2705,29-05-2022,23:47:00,860,Male,28,Beauty,4,115.42299637898716,77.47615543902194,461.6919855159486
2706,03-06-2022,19:26:00,861,Female,22,Beauty,4,280.7301939607929,238.7125078507664,1122.9207758431717
2707,11-04-2023,20:37:00,862,Female,18,Electronics,2,163.23877384189765,73.20860839792114,326.47754768379525
2708,21-03-2023,09:14:00,863,Female,31,Electronics,4,118.70801579691644,53.90563349009181,474.83206318766577
2709,16-04-2022,04:20:00,864,Male,36,Clothing,3,193.62581494699435,53.778816777281854,580.8774448409831
2710,27-04-2023,02:05:00,865,Female,26,Beauty,3,158.4347076462985,110.57464036423194,475.3041229388955
2711,25-11-2022,06:12:00,866,Male,42,Clothing,3,64.41138982883724,44.558387179120366,193.2341694865117
2712,20-09-2022,05:00:00,867,Male,30,Beauty,4,75.61143390166725,26.82809311840827,302.445735606669
2713,01-07-2023,20:47:00,868,Female,45,Clothing,1,84.13362030025246,75.17658503654744,84.13362030025246
2714,24-10-2022,01:55:00,869,Female,31,Clothing,2,66.65144917218237,53.99132812980198,133.3028983443647
2715,13-12-2022,20:53:00,870,Female,40,Beauty,3,82.23200149791722,61.984140024282304,246.69600449375167
2716,10-05-2022,16:44:00,871,Female,37,Electronics,1,110.01097383304295,48.09407021731945,110.01097383304295
2717,30-11-2022,21:09:00,872,Female,22,Beauty,1,335.086349287875,115.24545159819928,335.086349287875
2718,24-02-2023,19:37:00,873,Male,59,Electronics,4,207.7776614206128,85.62058616141596,831.1106456824511
2719,29-05-2022,00:17:00,874,Male,59,Clothing,3,241.7241973591165,44.0360379431448,725.1725920773497
2720,01-12-2023,06:36:00,875,Female,49,Beauty,1,237.0302511126775,38.23476162284324,237.0302511126775
2721,26-07-2023,05:10:00,876,Female,47,Beauty,1,99.62905712336917,70.43578658138708,99.62905712336917
2722,17-02-2023,06:34:00,877,Female,63,Electronics,2,234.3755058504766,104.0973133349718,468.7510117009532
2723,14-04-2022,02:08:00,878,Female,35,Electronics,3,245.1116674491348,94.8804574772454,735.3350023474042
2724,20-06-2023,07:59:00,879,Male,34,Clothing,4,273.7074214043952,192.8328089958739,1094.8296856175807
2725,19-05-2022,10:56:00,880,Female,34,Clothing,1,222.19516714921792,103.75174084020864,222.19516714921792
2726,06-01-2023,01:54:00,881,Male,54,Electronics,1,155.7850845082803,114.06815700717404,155.7850845082803
2727,17-11-2022,05:47:00,882,Female,59,Clothing,4,54.76773311761977,26.003497630574213,219.07093247047908
2728,07-05-2023,01:19:00,883,Female,26,Electronics,2,33.75237166943492,28.591846644048488,67.50474333886984
2729,11-03-2022,11:10:00,884,Female,27,Electronics,3,132.22368080655713,93.77831570365302,396.6710424196714
2730,21-07-2023,19:17:00,885,Male,57,Clothing,2,247.2929238491764,188.26624126520755,494.5858476983527
2731,23-07-2023,14:34:00,886,Male,39,Clothing,2,127.48468517429944,91.86419954048738,254.9693703485989
2732,28-08-2022,20:51:00,887,Male,28,Beauty,4,241.6718197128468,133.50705098927267,966.687278851387
2733,27-01-2023,03:47:00,888,Female,47,Clothing,3,130.2486636767769,16.7108677408221,390.74599103033074
2734,09-01-2022,22:47:00,889,Female,46,Electronics,1,237.605746949586,213.12551508326092,237.605746949586
2735,10-02-2023,01:52:00,890,Female,40,Clothing,3,239.1487893621325,131.9443253249552,717.4463680863976
2736,23-02-2022,09:48:00,891,Female,51,Clothing,3,88.92107690226432,11.788779998768083,266.76323070679297
2737,08-05-2022,23:55:00,892,Female,24,Electronics,3,247.93436540964103,69.9893254332114,743.8030962289232
2738,16-10-2023,02:11:00,893,Female,19,Clothing,1,277.0261001718416,110.53581847934052,277.0261001718416
2739,23-08-2022,12:12:00,894,Female,50,Electronics,1,123.4740879192654,45.42728131711189,123.4740879192654
2740,23-01-2023,17:18:00,895,Male,64,Clothing,2,196.7276642201448,72.98952378233255,393.4553284402895
2741,19-10-2023,12:56:00,896,Male,19,Clothing,3,70.58361255898627,20.089254358384355,211.75083767695884
2742,13-10-2022,02:13:00,897,Female,18,Electronics,2,188.3490714291036,139.26669657948173,376.6981428582072
